component,count_change,s_c,sign,dl,c1,c2,x1,y1,x2,y2,d
Case1-arc,5->7,0.260832596136378,-1,-0.08700000001764768,-1.1305122981982823,1.153090013697884,-0.26869740697425665,0.12326836443489576,-0.49941193787106186,1.0218288734991332,0.9277069489966724
Case1-arc,5->7,0.260832596136378,-1,-0.09000000001805053,-1.132538186317806,1.155302654050402,-0.2654685990355029,0.12288429955668008,-0.49904831536705807,1.0235843628408006,0.9304945394152232
Case1-arc,7->5,0.5825261639611042,1,0.0030000002305637574,-0.8184958379010865,0.8171361073244036,-0.7266404490371547,0.45050164599396875,-0.06485379993651384,0.5081635231781048,0.664293956775352
Case1-arc,7->5,0.5825261639611042,1,0.0060000004799097275,-0.8164083817659881,0.814981454595977,-0.7192789134007326,0.4500476204187556,-0.06427621570819424,0.5098798785196373,0.6577297568864839
Case1-arc,7->5,0.5825261639611042,1,0.00900000074985064,-0.8143191221809962,0.8128285505093616,-0.7109669710223046,0.4498170328319274,-0.06369889511701222,0.5116061638441437,0.6502106264875899
Case1-arc,7->5,0.5825261639611042,1,0.01200000104240654,-0.8122279870138831,0.8106774681147988,-0.7013354681900414,0.44994045652401715,-0.06312166473756611,0.5133428585783916,0.6413553800378846
Case1-arc,7->5,0.5825261639611042,1,0.015000001359823552,-0.8101349002412763,0.8085282846263919,-0.6897570279393668,0.4506682414901031,-0.06254434714068126,0.5150904609492455,0.6305124656299158
Case1-arc,7->5,0.5825261639611042,1,0.018000001704608352,-0.8080397816861571,0.806381081722914,-0.6751009091927443,0.45253693474653894,-0.061966760685288474,0.516849489046132,0.6164978416073337
Case1-arc,7->5,0.5825261639611042,1,0.021000002079559058,-0.8059425467341853,0.8042359458750171,-0.655616907062862,0.45673592622300946,-0.06138871930463397,0.518620481951632,0.5974419112885846
Case1-arc,7->5,0.5825261639611042,1,0.024000002487805254,-0.8038431060268638,0.8020929687015692,-0.6325866565433953,0.46434867928724793,-0.06081003228671561,0.5204040009455773,0.5745178040170583
Case1-arc,7->5,0.5825261639611042,1,0.027000002932851753,-0.8017413651293601,0.7999522473581806,-0.614581381373629,0.4724180033816593,-0.060230504048912975,0.5222006307884122,0.5565817147393561
Case1-arc,7->5,0.5825261639611042,1,0.030000003418632844,-0.799637224170565,0.7978138849613433,-0.6030025281282638,0.4786678260505233,-0.05964993390683002,0.5240109810900567,0.5452412707747839
Case1-arc,7->5,0.5825261639611042,1,0.033000003949565815,-0.7975305774527188,0.7956779910520431,-0.5951523008617644,0.4834245481055291,-0.059068115837396906,0.5258356877711184,0.5377592009449716
Case1-arc,7->5,0.5825261639611042,1,0.03600000453062941,-0.7954213130276249,0.7935446821031529,-0.5894386205267761,0.48717933129408375,-0.05848483823637724,0.5276754146238191,0.5324958701187541
Case1-arc,7->5,0.5825261639611042,1,0.03900000516743025,-0.7933093122361885,0.7914140820755133,-0.5850588083711997,0.49024335098065086,-0.0578998836704826,0.5295308549806911,0.528620884814599
Case1-arc,7->5,0.5825261639611042,1,0.042000005866307075,-0.7911944492076044,0.789286323028161,-0.5815744368099327,0.4928094066076664,-0.057313028624429115,0.5314027334997267,0.525680006271158
Case1-arc,7->5,0.5825261639611042,1,0.045000006634429456,-0.7890765903141702,0.7871615457889577,-0.5787246813629596,0.495002682478785,-0.05672404324333431,0.5332918080755268,0.5234030219021085
Case1-arc,7->5,0.5825261639611042,1,0.048000007479926166,-0.7869555935772129,0.7850399006926239,-0.5763434225686506,0.4969084900196004,-0.05613269107108264,0.5351988718866129,0.5216180197316388
Case1-arc,7->5,0.5825261639611042,1,0.05100000841203162,-0.7848313080191326,0.7829215483941699,-0.574319113433944,0.49858740834557563,-0.05553872878535706,0.537124755590167,0.5202097794436261
Case1-arc,7->5,0.5825261639611042,1,0.054000009441255915,-0.7827035729560081,0.7808066607667775,-0.5725736836575057,0.5000839424314913,-0.05494190593034031,0.5390703296761677,0.5190978671728265
Case1-arc,7->5,0.5825261639611042,1,0.05700001057958497,-0.7805722172245775,0.778695421894439,-0.571050657393557,0.5014317286060982,-0.05434196464827199,0.5410365069940264,0.5182242869932846
Case1-arc,7->5,0.5825261639611042,1,0.06000001184072029,-0.7784370583367115,0.7765880291711004,-0.5697080693357217,0.5026568082054491,-0.05373863941139038,0.5430242454657785,0.5175461164064572
Case1-arc,7->5,0.5825261639611042,1,0.06300001324034929,-0.7762979015537349,0.7744846945197381,-0.5685140387746658,0.5037797676952027,-0.05313165675612963,0.5450345510010102,0.5170309051117828
Case1-arc,7->5,0.5825261639611042,1,0.06600001479648192,-0.7741545388720624,0.7723856457466954,-0.5674438941760684,0.5048171849256239,-0.05252073502190533,0.5470684806297637,0.5166536865463967
Case1-arc,7->5,0.5825261639611042,1,0.06900001652983727,-0.772006747910694,0.770291128048895,-0.5664782425638529,0.505782634723259,-0.05190558409733309,0.5491271458708363,0.5163949723689456
Case1-arc,7->5,0.5825261639611042,1,0.07200001846430482,-0.7698542906900387,0.7682014056941172,-0.5656016363632472,0.5066874055696003,-0.051285905177392475,0.5512117163539242,0.5162393685065674
Case1-arc,7->5,0.5825261639611042,1,0.07500002062749637,-0.767696912290381,0.7661167638975862,-0.564801630267236,0.5075410215635462,-0.05066139053582294,0.5533234237151142,0.5161745968738124
Case1-arc,7->5,0.5825261639611042,1,0.07800002305141226,-0.7655343393770337,0.7640375109216455,-0.5640680998198243,0.5083516299716879,-0.050031723317988344,0.5554635657861386,0.5161907892081398
Case1-arc,7->5,0.5825261639611042,1,0.08100002577322182,-0.7633662785778672,0.7619639804294699,-0.563392739889874,0.5091262940374094,-0.04939657736061638,0.5576335110984434,0.516279967848656
Case1-arc,7->5,0.5825261639611042,1,0.08400002883622473,-0.7611924146973799,0.7598965341285616,-0.5627686894312195,0.509871217783382,-0.04875561704622933,0.559834703723497,0.5164356576669985
Case1-arc,7->5,0.5825261639611042,1,0.08700003229097085,-0.759012408749984,0.7578355647455267,-0.5621902465681065,0.5105919212160707,-0.04810849720183185,0.5620686684705368,0.5166525917281257
Case1-arc,7->5,0.5825261639611042,1,0.09000003619666926,-0.7568258957934417,0.7557814993801893,-0.5616526493638611,0.5112933788557879,-0.04745486305350758,0.5643370164621786,0.5169264850411383
Case1-arc,7->5,0.5825261639611042,-1,-0.00300000021896153,-0.822665610339516,0.8214503856896243,-0.4641950095057972,0.6579739919771465,-0.4836613993877804,0.5934467234635636,0.06739961956021262
Case1-arc,7->5,0.5825261639611042,-1,-0.006000000421775671,-0.8247480535518745,0.8236098836600301,-0.46302432274624716,0.6705114729825807,-0.49060466216989423,0.58008860357075,0.09453555117199337
Case1-arc,7->5,0.5825261639611042,-1,-0.009000000609819751,-0.8268289475359182,0.8257708744872747,-0.4626494323651062,0.6799422960362839,-0.49622192896571343,0.5703945591236554,0.1145766956700892
Case1-arc,7->5,0.5825261639611042,-1,-0.012000000784337286,-0.8289083482808394,0.8279333021945349,-0.4626497595562431,0.6877804171628059,-0.5009137604937663,0.5628033314918113,0.13070350305390407
Case1-arc,7->5,0.5825261639611042,-1,-0.015000000946454674,-0.8309863091043964,0.8300971135976998,-0.46286848755289706,0.6946110698424963,-0.5048566305405796,0.5566552588783962,0.14420405656678528
Case1-arc,7->5,0.5825261639611042,-1,-0.01800000109719192,-0.8330628808090247,0.8322622581332818,-0.4632281999303862,0.7007335633147143,-0.5081725354124358,0.5515675826296977,0.15578986836648184
Case1-arc,7->5,0.5825261639611042,-1,-0.02100000123747363,-0.8351381118272421,0.8344286876988848,-0.4636846424113522,0.7063251262507247,-0.5109611067230729,0.5472835437417489,0.16591952580928132
Case1-arc,7->5,0.5825261639611042,-1,-0.024000001368141045,-0.8372120483571885,0.8365963565051737,-0.46421007786100354,0.7115008247555936,-0.5133064174016883,0.5436190341469838,0.174913539139334
Case1-arc,7->5,0.5825261639611042,-1,-0.027000001489957303,-0.8392847344890549,0.838765220938389,-0.464785979119637,0.7163402843170238,-0.5152789053685441,0.5404377496512923,0.18300611274765233
Case1-arc,7->5,0.5825261639611042,-1,-0.030000001603617737,-0.8413562123231108,0.8409352394325448,-0.46539937847204144,0.7209012530693368,-0.5169368222531556,0.5376369329228508,0.19037310511268457
Case1-arc,7->5,0.5825261639611042,-1,-0.03300000170975571,-0.8434265220799596,0.843106372350522,-0.466040868212162,0.7252271502762487,-0.5183278680509624,0.5351380926369692,0.1971491318427044
Case1-arc,7->5,0.5825261639611042,-1,-0.03600000180894885,-0.8454957022036125,0.845278581873344,-0.46670342708593826,0.7293515688769602,-0.5194908864293719,0.5328805735315573,0.20343885537415904
Case1-arc,7->5,0.5825261639611042,-1,-0.03900000190172469,-0.84756378945791,0.8474518318969877,-0.4673816931879104,0.7333011108529986,-0.5204574456749664,0.530816973206667,0.20932477517113407
Case1-arc,7->5,0.5825261639611042,-1,-0.04200000198856504,-0.8496308190167868,0.8496260879361357,-0.5212532127040834,0.5289098285075662,-0.46807149341771864,0.7370972524440894,0.21487275013732976
Case1-arc,7->5,0.5825261639611042,-1,-0.04500000206991207,-0.8516968245488278,0.8518013170343363,-0.5218990969331294,0.5271291974204088,-0.46876952785497095,0.7407576161093384,0.2201359861130466
Case1-arc,7->5,0.5825261639611042,-1,-0.04800000214616883,-0.8537618382965257,0.8539774876800713,-0.5224121786115633,0.5254508801242078,-0.4694731515907148,0.7442968644995256,0.22515795668622496
Case1-arc,7->5,0.5825261639611042,-1,-0.05100000221770571,-0.8558258911506269,0.8561545697282951,-0.5228064514662897,0.5238550995533238,-0.4701802200195549,0.7477273451177364,0.22997456939917937
Case1-arc,7->5,0.5825261639611042,-1,-0.05400000228486257,-0.8578890127199074,0.8583325343270227,-0.5230934124521185,0.522325514431323,-0.4708889766914258,0.7510595656060071,0.23461579077264869
Case1-arc,7->5,0.5825261639611042,-1,-0.057000002347951294,-0.8599512313967042,0.8605113538485992,-0.5232825287648861,0.5208484744756599,-0.4715979704425504,0.754302550984139,0.23910687862836938
Case1-arc,7->5,0.5825261639611042,-1,-0.06000000240725887,-0.8620125744184984,0.8626910018253022,-0.5233816076897184,0.5194124532828776,-0.47230599312252836,0.7574641167539304,0.24346932637347066
Case1-arc,7->5,0.5825261639611042,-1,-0.06300000246304921,-0.8640730679258198,0.864871452888965,-0.5233970900629679,0.518007612588928,-0.47301203209651366,0.7605510808459812,0.24772159385173334
Case1-arc,7->5,0.5825261639611042,-1,-0.06600000251556516,-0.8661327370167282,0.8670526827143279,-0.5233342838359447,0.5166254644491116,-0.4737152335327986,0.7635694303261941,0.25187967848972614
Case1-arc,7->5,0.5825261639611042,-1,-0.06900000256503046,-0.8681916057981008,0.8692346679658548,-0.5231975506555636,0.5152586069996884,-0.4744148736869888,0.7665244541080574,0.25595756580985557
Case1-arc,7->5,0.5825261639611042,-1,-0.07200000261165188,-0.8702496974339439,0.8714173862477688,-0.5229904555127156,0.5139005159654421,-0.47511033619862764,0.7694208497587243,0.25996758799389136
Case1-arc,7->5,0.5825261639611042,-1,-0.07500000265561987,-0.872307034190922,0.8736008160570813,-0.5227158872619043,0.5125453787437589,-0.47580109396603504,0.7722628103090837,0.26392071174669735
Case1-arc,7->5,0.5825261639611042,-1,-0.07800000269711076,-0.8743636374812944,0.8757849367394097,-0.5223761560732987,0.5111879612672061,-0.47648669454756387,0.7750540954496888,0.2678267713420932
Case1-arc,7->5,0.5825261639611042,-1,-0.08100000273628727,-0.8764195279034226,0.8779697284473903,-0.5219730725361488,0.5098235003008885,-0.4771667483077618,0.7777980904043166,0.2716946588211841
Case1-arc,7->5,0.5825261639611042,-1,-0.08400000277330026,-0.8784747252800112,0.8801551721015121,-0.5215080121014781,0.508447615631424,-0.47784091872075046,0.7804978549840917,0.2755324804377244
Case1-arc,7->5,0.5825261639611042,-1,-0.087000002808289,-0.8805292486942257,0.8823412493532068,-0.5209819677607994,0.5070562379364502,-0.4785089143839971,0.7831561647464387,0.2793476863115743
Case1-arc,7->5,0.5825261639611042,-1,-0.09000000284138304,-0.8825831165238223,0.8845279425500482,-0.5203955932504583,0.5056455491177008,-0.4791704823993052,0.7857755457533906,0.28314717865414346
Case2-loop,7->9,0.3660399153642035,1,0.0030000104863630666,0.4065738020934621,-0.9825959945437397,-2.211852041017496,-0.6839120285585841,-2.0726554896525173,-1.0152871711999774,0.3594233785836793
Case2-loop,7->9,0.3660399153642035,1,0.0060000212396647025,0.40911876377655915,-0.9810075252958493,-2.227626636629415,-0.6171995430566555,-2.0303705233490144,-1.082963559877042,0.5058123106362196
Case2-loop,7->9,0.3660399153642035,1,0.009000032274011133,0.41165510906820024,-0.9794053334322542,-2.236861302854696,-0.5670450484832852,-1.9947927767465061,-1.133978039749994,0.6164496637348499
Case2-loop,7->9,0.3660399153642035,1,0.012000043604422127,0.41418264867317073,-0.9777892853117145,-2.242767243494213,-0.5255926358740888,-1.9627107430671904,-1.1761872208386208,0.7083113421487776
Case2-loop,7->9,0.3660399153642035,1,0.015000055246910326,0.4167011859420372,-0.9761592424041825,-2.2465844055751147,-0.48977889283120724,-1.9328841448905372,-1.2126552035401186,0.78800889216918
Case2-loop,7->9,0.3660399153642035,1,0.01800006721862473,0.41921051646592733,-0.9745150611026518,-2.2489466396032953,-0.4580225602206594,-1.904678775143902,-1.2449639215200365,0.8589511444914362
Case2-loop,7->9,0.3660399153642035,1,0.021000079537862426,0.4217104276455679,-0.9728565925290918,-2.250229190024962,-0.4293783076478367,-1.8777190079964294,-1.2740593658676698,0.9231738329428036
Case2-loop,7->9,0.3660399153642035,1,0.024000092224176747,0.42420069823301976,-0.9711836823344553,-2.250675668105535,-0.40322628887431616,-1.8517608274509056,-1.300562029356696,0.9820104282753668
Case2-loop,7->9,0.3660399153642035,1,0.027000105298536928,0.4266810978441894,-0.9694961704929438,-2.2504546503998135,-0.3791332225242612,-1.8266352304653033,-1.324905825467471,1.0363921638026792
Case2-loop,7->9,0.3660399153642035,1,0.030000118783361025,0.4291513864399677,-0.967793891090879,-2.249688398696312,-0.35678162938280317,-1.8022195087285644,-1.3474088508735564,1.087000781714281
Case2-loop,7->9,0.3660399153642035,1,0.03300013270272044,0.43161131377410866,-0.9660766721103479,-2.2484688422361128,-0.335930304109387,-1.7784212682943794,-1.3683129135748597,1.134353813452949
Case2-loop,7->9,0.3660399153642035,1,0.036000147082390514,0.43406061880530267,-0.9643443352082428,-2.2468671112372527,-0.3163906470876593,-1.755168898052203,-1.387807200961741,1.1788556165895736
Case2-loop,7->9,0.3660399153642035,1,0.03900016195007465,0.4364990290712982,-0.9625966954910775,-2.244939541344697,-0.2980117016203801,-1.7324055674209002,-1.4060432426080072,1.2208296237598164
Case2-loop,7->9,0.3660399153642035,1,0.04200017733550371,0.43892626002226043,-0.9608335612864572,-2.242731624639114,-0.2806702715349332,-1.7100852776436413,-1.4231447927344165,1.260539631490264
Case2-loop,7->9,0.3660399153642035,1,0.04500019327063168,0.44134201431083186,-0.9590547339119573,-2.2402807049764504,-0.26426415471744585,-1.688170168920403,-1.4392145968324035,1.298204369677683
Case2-loop,7->9,0.3660399153642035,1,0.04800020978983628,0.4437459810359471,-0.9572600074425366,-2.237617873268534,-0.24870736795577483,-1.6666286277800697,-1.454339167076473,1.3340077786559181
Case2-loop,7->9,0.3660399153642035,1,0.05100022693013836,0.44613783493739323,-0.9554491684777904,-2.2347693350437314,-0.23392668924007862,-1.6454339223656351,-1.4685922403860636,1.3681064475482458
Case2-loop,7->9,0.3660399153642035,1,0.05400024473136435,0.4485172355378767,-0.9536219959106551,-2.2317574194770526,-0.21985909789140362,-1.6245631964576193,-1.4820373387770194,1.4006351188776043
Case2-loop,7->9,0.3660399153642035,1,0.05700026323645694,0.45088382622944473,-0.9517782606993296,-2.2286013385313597,-0.20644984241560257,-1.603996713607934,-1.4947297021170047,1.4317108417512237
Case2-loop,7->9,0.3660399153642035,1,0.06000028249173399,0.45323723330064597,-0.9499177256447678,-2.225317768002853,-0.19365095716908315,-1.583717279609475,-1.5067177722113902,1.4614361592187217
Case2-loop,7->9,0.3660399153642035,1,0.063000302547161,0.4555770649009116,-0.9480401451763557,-2.221921299121381,-0.18142010630729696,-1.5637097946690466,-1.518044349763039,1.489901591645247
Case2-loop,7->9,0.3660399153642035,1,0.06600032345667754,0.4579029099385215,-0.9461452651488707,-2.2184247944147515,-0.16971967061246024,-1.5439609015944873,-1.5287475086253643,1.517187597896942
Case2-loop,7->9,0.3660399153642035,1,0.06900034527854548,0.46021433690839114,-0.9442328226544037,-2.2148396716608905,-0.1585160174104616,-1.524458706194615,-1.5388613271564415,1.5433661430833163
